"50245608_0_871275842592178099","0","1","http://dbpedia.org/ontology/releaseDate"
"29414811_12_251152470253168163","1","2","http://dbpedia.org/ontology/genre"
"88523363_0_8180214313099580515","0","2","http://dbpedia.org/ontology/family"
"14067031_0_559833072073397908","0","7","http://dbpedia.org/ontology/currency"
"26310680_0_5150772059999313798","1","2","http://dbpedia.org/ontology/currencyCode"
"14380604_4_3329235705746762392","1","2","http://dbpedia.org/ontology/headquarter"
"1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2","0","2","http://dbpedia.org/ontology/elevation"
"35188621_0_6058553107571275232","1","3","http://dbpedia.org/ontology/director"
"50245608_0_871275842592178099","0","4","http://dbpedia.org/ontology/writer"
"77694908_0_6083291340991074532","1","3","http://dbpedia.org/ontology/director"
"75367212_2_2745466355267233390","0","1","http://dbpedia.org/ontology/developer"
"11833461_1_3811022039809817402","0","1","http://dbpedia.org/ontology/publisher"
"38428277_0_1311643810102462607","1","3","http://dbpedia.org/ontology/director"
"41336118_0_4331895026409635103","0","5","http://dbpedia.org/ontology/assets"
"14380604_4_3329235705746762392","1","4","http://dbpedia.org/ontology/revenue"
"22864497_0_8632623712684511496","0","6","http://dbpedia.org/ontology/Software/fileSize"
"58891288_0_1117541047012405958","1","3","http://dbpedia.org/ontology/director"
"41336118_0_4331895026409635103","0","2","http://dbpedia.org/ontology/industry"
"50245608_0_871275842592178099","0","5","http://dbpedia.org/ontology/duration"
"24036779_0_5608105867560183058","0","3","http://dbpedia.org/ontology/grossDomesticProduct"
"90196673_0_5458330029110291950","0","1","http://dbpedia.org/ontology/synonym"
"21245481_0_8730460088443117515","1","0","http://dbpedia.org/ontology/location"
"14380604_4_3329235705746762392","1","3","http://dbpedia.org/ontology/industry"
"84548468_0_5955155464119382182","1","3","http://dbpedia.org/ontology/director"
"20135078_0_7570343137119682530","1","2","http://dbpedia.org/ontology/releaseDate"
"39107734_2_2329160387535788734","1","3","http://dbpedia.org/ontology/iataLocationIdentifier"
"34041816_1_4749054164534706977","1","3","http://dbpedia.org/ontology/iataLocationIdentifier"
"39173938_0_7916056990138658530","1","3","http://dbpedia.org/ontology/director"
"60319454_0_3938426910282115527","0","1","http://dbpedia.org/ontology/synonym"
"71840765_0_6664391841933033844","0","2","http://dbpedia.org/ontology/elevation"
"29414811_12_251152470253168163","1","0","http://dbpedia.org/ontology/year"
"99070098_0_2074872741302696997","1","5","http://dbpedia.org/ontology/mountainRange"
"14380604_4_3329235705746762392","1","6","http://dbpedia.org/ontology/assets"
"36102169_0_7739454799295072814","2","1","http://dbpedia.org/ontology/developer"
"22864497_0_8632623712684511496","0","1","http://dbpedia.org/ontology/publisher"
"75367212_2_2745466355267233390","0","2","http://dbpedia.org/ontology/publisher"
"39759273_0_1427898308030295194","1","4","http://dbpedia.org/ontology/rating"
"29414811_12_251152470253168163","1","4","http://dbpedia.org/ontology/developer"
"29414811_2_4773219892816395776","1","4","http://dbpedia.org/ontology/developer"
"39107734_2_2329160387535788734","1","2","http://dbpedia.org/ontology/city"
"29414811_2_4773219892816395776","1","0","http://dbpedia.org/ontology/year"
"69881946_0_1105130426898457358","1","2","http://dbpedia.org/ontology/releaseDate"
"34041816_1_4749054164534706977","1","2","http://dbpedia.org/ontology/city"
"13719111_1_5719401842463579519","0","1","http://dbpedia.org/ontology/synonym"
"29414811_6_8221428333921653560","1","3","http://dbpedia.org/ontology/computingPlatform"
"8468806_0_4382447409703007384","1","6","http://dbpedia.org/ontology/Lake/volume"
"46671561_0_6122315295162029872","0","2","http://dbpedia.org/ontology/computingPlatform"
"11833461_1_3811022039809817402","0","3","http://dbpedia.org/ontology/releaseDate"
"54719588_0_8417197176086756912","3","6","http://dbpedia.org/ontology/releaseDate"
"53822652_0_5767892317858575530","1","3","http://dbpedia.org/ontology/director"
"29414811_13_8724394428539174350","1","2","http://dbpedia.org/ontology/genre"
"36102169_0_7739454799295072814","2","0","http://dbpedia.org/ontology/computingPlatform"
"50245608_0_871275842592178099","0","3","http://dbpedia.org/ontology/director"
"26310680_0_5150772059999313798","1","3","http://dbpedia.org/ontology/code"
"8468806_0_4382447409703007384","1","4","http://dbpedia.org/ontology/length"
"39650055_5_7135804139753401681","1","3","http://dbpedia.org/ontology/industry"
"9834884_0_3871985887467090123","1","2","http://dbpedia.org/ontology/location"
"24036779_0_5608105867560183058","0","4","http://dbpedia.org/ontology/populationTotal"
"77694908_0_6083291340991074532","1","2","http://dbpedia.org/ontology/releaseDate"
"46671561_0_6122315295162029872","0","1","http://dbpedia.org/ontology/genre"
"38428277_0_1311643810102462607","1","2","http://dbpedia.org/ontology/releaseDate"
"39759273_0_1427898308030295194","1","3","http://dbpedia.org/ontology/director"
"69537082_0_7789694313271016902","1","2","http://dbpedia.org/ontology/populationTotal"
"8468806_0_4382447409703007384","1","2","http://dbpedia.org/ontology/country"
"25404227_0_2240631045609013057","1","3","http://dbpedia.org/ontology/director"
"29414811_13_8724394428539174350","1","4","http://dbpedia.org/ontology/developer"
"54719588_0_8417197176086756912","3","4","http://dbpedia.org/ontology/country"
"41336118_0_4331895026409635103","0","1","http://dbpedia.org/ontology/collectionSize"
"29414811_13_8724394428539174350","1","3","http://dbpedia.org/ontology/computingPlatform"
"60319454_0_3938426910282115527","0","2","http://dbpedia.org/ontology/synonym"
"84548468_0_5955155464119382182","1","2","http://dbpedia.org/ontology/releaseDate"
"58891288_0_1117541047012405958","1","2","http://dbpedia.org/ontology/releaseDate"
"91959037_0_7907661684242014480","1","2","http://dbpedia.org/ontology/computingPlatform"
"69881946_0_1105130426898457358","1","3","http://dbpedia.org/ontology/director"
"14067031_0_559833072073397908","0","1","http://dbpedia.org/ontology/officialLanguage"
"16767252_0_2409448375013995751","1","2","http://dbpedia.org/ontology/releaseDate"
"20135078_0_7570343137119682530","1","3","http://dbpedia.org/ontology/director"
"29414811_2_4773219892816395776","1","2","http://dbpedia.org/ontology/genre"
"46671561_0_6122315295162029872","0","3","http://dbpedia.org/ontology/releaseDate"
"29414811_2_4773219892816395776","1","3","http://dbpedia.org/ontology/computingPlatform"
"25404227_0_2240631045609013057","1","2","http://dbpedia.org/ontology/releaseDate"
"24036779_0_5608105867560183058","0","2","http://dbpedia.org/ontology/grossDomesticProduct"
"63450419_0_8012592961815711786","1","2","http://dbpedia.org/ontology/commonName"
"14067031_0_559833072073397908","0","5","http://dbpedia.org/ontology/capital"
"16767252_0_2409448375013995751","1","3","http://dbpedia.org/ontology/director"
"29414811_13_8724394428539174350","1","0","http://dbpedia.org/ontology/year"
"22864497_0_8632623712684511496","0","3","http://dbpedia.org/ontology/releaseDate"
"39759273_0_1427898308030295194","1","2","http://dbpedia.org/ontology/releaseDate"
"14067031_0_559833072073397908","0","3","http://dbpedia.org/ontology/date"
"11833461_1_3811022039809817402","0","2","http://dbpedia.org/ontology/releaseDate"
"43237185_1_3636357855502246981","0","3","http://dbpedia.org/ontology/doctoralAdvisor"
"29414811_6_8221428333921653560","1","0","http://dbpedia.org/ontology/year"
"29414811_6_8221428333921653560","1","4","http://dbpedia.org/ontology/developer"
"22864497_0_8632623712684511496","0","2","http://dbpedia.org/ontology/releaseDate"
"53822652_0_5767892317858575530","1","2","http://dbpedia.org/ontology/releaseDate"
"24036779_0_5608105867560183058","0","5","http://dbpedia.org/ontology/governmentType"
"22864497_0_8632623712684511496","0","4","http://dbpedia.org/ontology/releaseDate"
"8468806_0_4382447409703007384","1","3","http://dbpedia.org/ontology/areaTotal"
"52299421_0_4473286348258170200","1","6","http://dbpedia.org/ontology/populationTotal"
"8468806_0_4382447409703007384","1","5","http://dbpedia.org/ontology/depth"
"52299421_0_4473286348258170200","1","4","http://dbpedia.org/ontology/grossDomesticProduct"
"39173938_0_7916056990138658530","1","2","http://dbpedia.org/ontology/releaseDate"
"24036779_0_5608105867560183058","0","1","http://dbpedia.org/ontology/PopulatedPlace/area"
"41336118_0_4331895026409635103","0","3","http://dbpedia.org/ontology/sales"
"22864497_0_8632623712684511496","0","5","http://dbpedia.org/ontology/cost"
"35188621_0_6058553107571275232","1","2","http://dbpedia.org/ontology/releaseDate"
"21362676_0_6854186738074119688","1","2","http://dbpedia.org/ontology/releaseDate"
"29414811_6_8221428333921653560","1","2","http://dbpedia.org/ontology/genre"
"29414811_12_251152470253168163","1","3","http://dbpedia.org/ontology/computingPlatform"
"43237185_1_3636357855502246981","0","2","http://dbpedia.org/ontology/almaMater"
"50270082_0_444360818941411589","1","2","http://dbpedia.org/ontology/statisticValue"
"75367212_2_2745466355267233390","0","3","http://dbpedia.org/ontology/releaseDate"
"21362676_0_6854186738074119688","1","3","http://dbpedia.org/ontology/director"
"66009064_0_9148652238372261251","0","2","http://dbpedia.org/ontology/team"
"54719588_0_8417197176086756912","3","5","http://dbpedia.org/ontology/director"
"26310680_0_5150772059999313798","1","0","http://dbpedia.org/ontology/usingCountry"
